-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f3...         0.00%       0.000us         0.00%       0.000us       0.000us       1.273ms         5.74%       1.273ms     636.559us             2  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us       1.194ms         5.38%       1.194ms     398.047us             3  
autograd::engine::evaluate_function: AvgPool2DBackwa...         0.15%      31.840us         0.59%     126.949us      25.390us       0.000us         0.00%     983.613us     196.723us             5  
                                     AvgPool2DBackward0         0.05%       9.760us         0.44%      95.109us      19.022us       0.000us         0.00%     983.613us     196.723us             5  
                              aten::avg_pool2d_backward         0.24%      51.550us         0.39%      85.349us      17.070us     983.613us         4.43%     983.613us     196.723us             5  
void at::native::(anonymous namespace)::avg_pool2d_b...         0.00%       0.000us         0.00%       0.000us       0.000us     983.613us         4.43%     983.613us     196.723us             5  
autograd::engine::evaluate_function: LeakyReluBackwa...         0.42%      90.698us         1.58%     341.814us      26.293us       0.000us         0.00%     837.599us      64.431us            13  
                                     LeakyReluBackward0         0.13%      27.980us         1.16%     251.116us      19.317us       0.000us         0.00%     837.599us      64.431us            13  
                              aten::leaky_relu_backward         0.62%     134.379us         1.03%     223.136us      17.164us     837.599us         3.78%     837.599us      64.431us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     831.135us         3.75%     831.135us      36.136us            23  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     668.447us         3.01%     668.447us     668.447us             1  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     663.167us         2.99%     663.167us     663.167us             1  
                                              aten::mul         0.65%     140.187us         1.02%     219.876us      16.914us     629.408us         2.84%     629.408us      48.416us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     623.776us         2.81%     623.776us      51.981us            12  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     612.639us         2.76%     612.639us     306.320us             2  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     589.951us         2.66%     589.951us      65.550us             9  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     561.694us         2.53%     561.694us      62.410us             9  
                                       aten::leaky_relu         0.44%      96.169us         0.71%     152.626us      11.740us     543.776us         2.45%     543.776us      41.829us            13  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     543.776us         2.45%     543.776us      41.829us            13  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     362.715us         1.64%     362.715us       4.030us            90  
      autograd::engine::evaluate_function: AddBackward0         0.42%      91.738us         0.98%     211.086us      11.110us       0.000us         0.00%     357.216us      18.801us            19  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     352.159us         1.59%     352.159us     176.079us             2  
                                       aten::avg_pool2d         0.17%      35.820us         0.26%      56.890us      11.378us     335.231us         1.51%     335.231us      67.046us             5  
void at::native::(anonymous namespace)::avg_pool2d_o...         0.00%       0.000us         0.00%       0.000us       0.000us     335.231us         1.51%     335.231us      67.046us             5  
      autograd::engine::evaluate_function: MulBackward0         0.22%      47.500us         0.86%     186.937us      31.156us       0.000us         0.00%     313.664us      52.277us             6  
                                           MulBackward0         0.07%      15.130us         0.64%     139.437us      23.239us       0.000us         0.00%     313.664us      52.277us             6  
void cudnn::engines_precompiled::nhwcToNchwKernel<fl...         0.00%       0.000us         0.00%       0.000us       0.000us     272.991us         1.23%     272.991us      19.499us            14  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     247.648us         1.12%     247.648us      61.912us             4  
                                               aten::mm         1.47%     317.713us         2.22%     480.271us      24.014us     245.629us         1.11%     247.261us      12.363us            20  
                                           aten::matmul         0.11%      22.790us         2.07%     447.062us      23.530us       0.000us         0.00%     244.093us      12.847us            19  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     182.336us         0.82%     182.336us      91.168us             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us     165.728us         0.75%     165.728us     165.728us             1  
_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v...         0.00%       0.000us         0.00%       0.000us       0.000us     140.288us         0.63%     140.288us     140.288us             1  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     139.808us         0.63%     139.808us     139.808us             1  
void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us     124.702us         0.56%     124.702us      17.815us             7  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     107.520us         0.48%     107.520us      53.760us             2  
                        ampere_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      91.167us         0.41%      91.167us       8.288us            11  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      25.056us         0.11%      25.056us       2.278us            11  
                                              aten::sub         0.05%      10.759us         0.07%      15.899us      15.899us      10.432us         0.05%      10.432us      10.432us             1  
void cudnn::winograd::generateWinogradTilesKernel<0,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.336us         0.05%      10.336us       2.584us             4  
                                              aten::sum         0.10%      20.880us         0.15%      32.389us      16.195us       8.384us         0.04%       8.384us       4.192us             2  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.496us         0.03%       6.496us       0.928us             7  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.176us         0.03%       6.176us       3.088us             2  
void cudnn::engines_precompiled::scalePackedTensor_k...         0.00%       0.000us         0.00%       0.000us       0.000us       5.792us         0.03%       5.792us       5.792us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.632us         0.03%       5.632us       5.632us             1  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.312us         0.02%       5.312us       5.312us             1  
                                Activity Buffer Request         0.76%     164.686us         0.76%     164.686us     164.686us       4.960us         0.02%       4.960us       4.960us             1  
                                            aten::clamp         0.05%      10.050us         0.07%      15.200us      15.200us       4.448us         0.02%       4.448us       4.448us             1  
                                             aten::add_         0.04%       7.740us         0.06%      13.990us      13.990us       4.000us         0.02%       4.000us       4.000us             1  
       autograd::engine::evaluate_function: MmBackward0         0.04%       8.930us         0.34%      73.089us      73.089us       0.000us         0.00%       3.168us       3.168us             1  
                                            MmBackward0         0.02%       4.220us         0.30%      64.159us      64.159us       0.000us         0.00%       3.168us       3.168us             1  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       3.168us         0.01%       3.168us       3.168us             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       3.072us         0.01%       3.072us       3.072us             1  
     autograd::engine::evaluate_function: ReluBackward0         0.03%       5.810us         0.13%      28.330us      28.330us       0.000us         0.00%       2.464us       2.464us             1  
                                          ReluBackward0         0.01%       2.780us         0.10%      22.520us      22.520us       0.000us         0.00%       2.464us       2.464us             1  
                               aten::threshold_backward         0.06%      12.030us         0.09%      19.740us      19.740us       2.464us         0.01%       2.464us       2.464us             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.464us         0.01%       2.464us       2.464us             1  
                                             aten::relu         0.02%       3.730us         0.06%      12.519us      12.519us       0.000us         0.00%       1.728us       1.728us             1  
                                        aten::clamp_min         0.02%       4.630us         0.04%       8.789us       8.789us       1.728us         0.01%       1.728us       1.728us             1  
void cask__5x_cudnn::computeOffsetsKernel<false, fal...         0.00%       0.000us         0.00%       0.000us       0.000us       1.568us         0.01%       1.568us       1.568us             1  
void gemmk1_kernel<int, float, 256, 5, false, false,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.01%       1.536us       1.536us             1  
                                        aten::ones_like         0.01%       1.420us         0.07%      14.970us      14.970us       0.000us         0.00%       1.120us       1.120us             1  
                                            aten::fill_         0.02%       3.830us         0.04%       8.820us       8.820us       1.120us         0.01%       1.120us       1.120us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.120us         0.01%       1.120us       1.120us             1  
                                    aten::empty_strided         1.13%     244.238us         1.13%     244.238us       2.655us       0.000us         0.00%       0.000us       0.000us            92  
                                        cudaMemcpyAsync        71.12%      15.376ms        71.12%      15.376ms     168.971us       0.000us         0.00%       0.000us       0.000us            91  
                                           aten::detach         0.01%       3.190us         0.04%       8.610us       2.152us       0.000us         0.00%       0.000us       0.000us             4  
                                                 detach         0.03%       5.420us         0.03%       5.420us       1.355us       0.000us         0.00%       0.000us       0.000us             4  
                                          aten::permute         1.09%     236.125us         1.46%     316.533us       3.165us       0.000us         0.00%       0.000us       0.000us           100  
                                       aten::as_strided         0.40%      85.808us         0.40%      85.808us       0.802us       0.000us         0.00%       0.000us       0.000us           107  
                                       aten::empty_like         0.19%      41.140us         0.85%     183.018us       3.660us       0.000us         0.00%       0.000us       0.000us            50  
                                            aten::empty         0.94%     203.687us         0.94%     203.687us       3.134us       0.000us         0.00%       0.000us       0.000us            65  
                                       cudaLaunchKernel         5.98%       1.294ms         5.98%       1.294ms       4.774us       0.000us         0.00%       0.000us       0.000us           271  
                                    cudaPeekAtLastError         0.02%       4.810us         0.02%       4.810us       0.078us       0.000us         0.00%       0.000us       0.000us            62  
                                        cudaMemsetAsync         0.13%      28.730us         0.13%      28.730us       3.591us       0.000us         0.00%       0.000us       0.000us             8  
                                             aten::view         0.25%      52.970us         0.25%      52.970us       2.943us       0.000us         0.00%       0.000us       0.000us            18  
                                  cudaFuncGetAttributes         0.10%      22.140us         0.10%      22.140us       2.214us       0.000us         0.00%       0.000us       0.000us            10  
                                    cudaLaunchKernelExC         0.25%      55.110us         0.25%      55.110us       3.444us       0.000us         0.00%       0.000us       0.000us            16  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.05%       9.730us         0.05%       9.730us       0.885us       0.000us         0.00%       0.000us       0.000us            11  
                                   cudaFuncSetAttribute         0.03%       7.479us         0.03%       7.479us       0.748us       0.000us         0.00%       0.000us       0.000us            10  
      autograd::engine::evaluate_function: SumBackward0         0.04%       7.949us         0.07%      15.789us      15.789us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 21.619ms
Self CUDA time total: 22.183ms

