-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f3...         0.00%       0.000us         0.00%       0.000us       0.000us       1.282ms         5.75%       1.282ms     640.767us             2  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us       1.205ms         5.41%       1.205ms     401.695us             3  
autograd::engine::evaluate_function: AvgPool2DBackwa...         0.15%      32.299us         0.62%     133.955us      26.791us       0.000us         0.00%     983.582us     196.716us             5  
                                     AvgPool2DBackward0         0.04%       9.630us         0.47%     101.656us      20.331us       0.000us         0.00%     983.582us     196.716us             5  
                              aten::avg_pool2d_backward         0.24%      51.267us         0.42%      92.026us      18.405us     983.582us         4.41%     983.582us     196.716us             5  
void at::native::(anonymous namespace)::avg_pool2d_b...         0.00%       0.000us         0.00%       0.000us       0.000us     983.582us         4.41%     983.582us     196.716us             5  
autograd::engine::evaluate_function: LeakyReluBackwa...         0.40%      87.638us         1.54%     335.762us      25.828us       0.000us         0.00%     853.598us      65.661us            13  
                                     LeakyReluBackward0         0.12%      26.979us         1.14%     248.124us      19.086us       0.000us         0.00%     853.598us      65.661us            13  
                              aten::leaky_relu_backward         0.61%     132.549us         1.02%     221.145us      17.011us     853.598us         3.83%     853.598us      65.661us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     836.062us         3.75%     836.062us      36.351us            23  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     669.535us         3.00%     669.535us     669.535us             1  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     663.455us         2.98%     663.455us     663.455us             1  
                                              aten::mul         0.56%     122.539us         0.92%     199.429us      15.341us     642.528us         2.88%     642.528us      49.425us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     636.800us         2.86%     636.800us      53.067us            12  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     613.951us         2.75%     613.951us     306.976us             2  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     605.150us         2.71%     605.150us      67.239us             9  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     580.224us         2.60%     580.224us      64.469us             9  
                                       aten::leaky_relu         0.43%      94.518us         0.68%     149.018us      11.463us     546.335us         2.45%     546.335us      42.026us            13  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     546.335us         2.45%     546.335us      42.026us            13  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     362.978us         1.63%     362.978us       4.033us            90  
      autograd::engine::evaluate_function: AddBackward0         0.40%      86.738us         0.92%     200.896us      10.573us       0.000us         0.00%     357.951us      18.840us            19  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     352.224us         1.58%     352.224us     176.112us             2  
                                       aten::avg_pool2d         0.17%      36.070us         0.26%      57.348us      11.470us     337.119us         1.51%     337.119us      67.424us             5  
void at::native::(anonymous namespace)::avg_pool2d_o...         0.00%       0.000us         0.00%       0.000us       0.000us     337.119us         1.51%     337.119us      67.424us             5  
      autograd::engine::evaluate_function: MulBackward0         0.21%      45.279us         0.75%     164.346us      27.391us       0.000us         0.00%     314.783us      52.464us             6  
                                           MulBackward0         0.06%      13.448us         0.55%     119.067us      19.844us       0.000us         0.00%     314.783us      52.464us             6  
void cudnn::engines_precompiled::nhwcToNchwKernel<fl...         0.00%       0.000us         0.00%       0.000us       0.000us     271.712us         1.22%     271.712us      19.408us            14  
                                               aten::mm         1.48%     321.925us         2.22%     482.792us      24.140us     246.819us         1.11%     248.451us      12.423us            20  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     248.448us         1.11%     248.448us      62.112us             4  
                                           aten::matmul         0.10%      22.789us         2.07%     449.952us      23.682us       0.000us         0.00%     245.283us      12.910us            19  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     183.072us         0.82%     183.072us      91.536us             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us     170.271us         0.76%     170.271us     170.271us             1  
_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v...         0.00%       0.000us         0.00%       0.000us       0.000us     141.696us         0.64%     141.696us     141.696us             1  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     139.392us         0.63%     139.392us     139.392us             1  
void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us     125.760us         0.56%     125.760us      17.966us             7  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     107.712us         0.48%     107.712us      53.856us             2  
                        ampere_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      91.138us         0.41%      91.138us       8.285us            11  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      25.217us         0.11%      25.217us       2.292us            11  
                                              aten::sub         0.05%      10.670us         0.07%      15.540us      15.540us      10.912us         0.05%      10.912us      10.912us             1  
void cudnn::winograd::generateWinogradTilesKernel<0,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.624us         0.05%      10.624us       2.656us             4  
                                              aten::sum         0.09%      20.609us         0.15%      32.089us      16.044us       8.192us         0.04%       8.192us       4.096us             2  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.015us         0.03%       6.015us       0.859us             7  
void cudnn::engines_precompiled::scalePackedTensor_k...         0.00%       0.000us         0.00%       0.000us       0.000us       5.760us         0.03%       5.760us       5.760us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.728us         0.03%       5.728us       5.728us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.632us         0.03%       5.632us       2.816us             2  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.216us         0.02%       5.216us       5.216us             1  
                                Activity Buffer Request         0.76%     164.766us         0.76%     164.766us     164.766us       4.736us         0.02%       4.736us       4.736us             1  
                                             aten::add_         0.03%       7.470us         0.06%      13.780us      13.780us       3.968us         0.02%       3.968us       3.968us             1  
                                            aten::clamp         0.05%      10.360us         0.07%      15.500us      15.500us       3.872us         0.02%       3.872us       3.872us             1  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       3.168us         0.01%       3.168us       3.168us             1  
       autograd::engine::evaluate_function: MmBackward0         0.04%       8.739us         0.33%      72.448us      72.448us       0.000us         0.00%       3.168us       3.168us             1  
                                            MmBackward0         0.02%       4.150us         0.29%      63.709us      63.709us       0.000us         0.00%       3.168us       3.168us             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.976us         0.01%       2.976us       2.976us             1  
     autograd::engine::evaluate_function: ReluBackward0         0.03%       5.840us         0.13%      27.660us      27.660us       0.000us         0.00%       2.432us       2.432us             1  
                                          ReluBackward0         0.01%       2.730us         0.10%      21.820us      21.820us       0.000us         0.00%       2.432us       2.432us             1  
                               aten::threshold_backward         0.05%      11.400us         0.09%      19.090us      19.090us       2.432us         0.01%       2.432us       2.432us             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.432us         0.01%       2.432us       2.432us             1  
                                             aten::relu         0.02%       3.690us         0.06%      12.520us      12.520us       0.000us         0.00%       1.760us       1.760us             1  
                                        aten::clamp_min         0.02%       4.660us         0.04%       8.830us       8.830us       1.760us         0.01%       1.760us       1.760us             1  
void cask__5x_cudnn::computeOffsetsKernel<false, fal...         0.00%       0.000us         0.00%       0.000us       0.000us       1.600us         0.01%       1.600us       1.600us             1  
void gemmk1_kernel<int, float, 256, 5, false, false,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.01%       1.536us       1.536us             1  
                                        aten::ones_like         0.01%       1.440us         0.07%      14.650us      14.650us       0.000us         0.00%       1.120us       1.120us             1  
                                            aten::fill_         0.02%       3.620us         0.04%       8.520us       8.520us       1.120us         0.01%       1.120us       1.120us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.120us         0.01%       1.120us       1.120us             1  
                                    aten::empty_strided         1.14%     247.754us         1.14%     247.754us       2.693us       0.000us         0.00%       0.000us       0.000us            92  
                                        cudaMemcpyAsync        71.88%      15.655ms        71.88%      15.655ms     172.033us       0.000us         0.00%       0.000us       0.000us            91  
                                           aten::detach         0.02%       3.280us         0.04%       8.570us       2.143us       0.000us         0.00%       0.000us       0.000us             4  
                                                 detach         0.02%       5.290us         0.02%       5.290us       1.322us       0.000us         0.00%       0.000us       0.000us             4  
                                          aten::permute         1.09%     236.984us         1.46%     316.982us       3.170us       0.000us         0.00%       0.000us       0.000us           100  
                                       aten::as_strided         0.39%      85.268us         0.39%      85.268us       0.797us       0.000us         0.00%       0.000us       0.000us           107  
                                       aten::empty_like         0.19%      41.149us         0.86%     187.576us       3.752us       0.000us         0.00%       0.000us       0.000us            50  
                                            aten::empty         0.95%     206.515us         0.95%     206.515us       3.177us       0.000us         0.00%       0.000us       0.000us            65  
                                       cudaLaunchKernel         5.86%       1.276ms         5.86%       1.276ms       4.709us       0.000us         0.00%       0.000us       0.000us           271  
                                    cudaPeekAtLastError         0.02%       4.800us         0.02%       4.800us       0.077us       0.000us         0.00%       0.000us       0.000us            62  
                                        cudaMemsetAsync         0.12%      27.089us         0.12%      27.089us       3.386us       0.000us         0.00%       0.000us       0.000us             8  
                                             aten::view         0.22%      47.110us         0.22%      47.110us       2.617us       0.000us         0.00%       0.000us       0.000us            18  
                                  cudaFuncGetAttributes         0.10%      21.599us         0.10%      21.599us       2.160us       0.000us         0.00%       0.000us       0.000us            10  
                                    cudaLaunchKernelExC         0.24%      52.018us         0.24%      52.018us       3.251us       0.000us         0.00%       0.000us       0.000us            16  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.04%       9.300us         0.04%       9.300us       0.845us       0.000us         0.00%       0.000us       0.000us            11  
                                   cudaFuncSetAttribute         0.03%       7.480us         0.03%       7.480us       0.748us       0.000us         0.00%       0.000us       0.000us            10  
      autograd::engine::evaluate_function: SumBackward0         0.04%       8.170us         0.07%      16.030us      16.030us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 21.778ms
Self CUDA time total: 22.296ms

