-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f3...         0.00%       0.000us         0.00%       0.000us       0.000us       1.258ms         5.71%       1.258ms     628.799us             2  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us       1.182ms         5.37%       1.182ms     394.026us             3  
autograd::engine::evaluate_function: AvgPool2DBackwa...         0.13%      28.760us         0.53%     114.648us      22.930us       0.000us         0.00%     973.278us     194.656us             5  
                                     AvgPool2DBackward0         0.04%       8.770us         0.40%      85.888us      17.178us       0.000us         0.00%     973.278us     194.656us             5  
                              aten::avg_pool2d_backward         0.21%      46.130us         0.36%      77.118us      15.424us     973.278us         4.42%     973.278us     194.656us             5  
void at::native::(anonymous namespace)::avg_pool2d_b...         0.00%       0.000us         0.00%       0.000us       0.000us     973.278us         4.42%     973.278us     194.656us             5  
autograd::engine::evaluate_function: LeakyReluBackwa...         0.38%      82.068us         1.43%     308.385us      23.722us       0.000us         0.00%     837.664us      64.436us            13  
                                     LeakyReluBackward0         0.12%      25.109us         1.05%     226.317us      17.409us       0.000us         0.00%     837.664us      64.436us            13  
                              aten::leaky_relu_backward         0.56%     119.958us         0.93%     201.208us      15.478us     837.664us         3.81%     837.664us      64.436us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     832.892us         3.78%     832.892us      36.213us            23  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     660.959us         3.00%     660.959us     660.959us             1  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     657.246us         2.99%     657.246us     657.246us             1  
                                              aten::mul         0.54%     115.849us         0.88%     189.145us      14.550us     628.799us         2.86%     628.799us      48.369us            13  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     623.135us         2.83%     623.135us      51.928us            12  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     606.624us         2.76%     606.624us     303.312us             2  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     589.695us         2.68%     589.695us      65.522us             9  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     563.968us         2.56%     563.968us      62.663us             9  
                                       aten::leaky_relu         0.43%      93.836us         0.69%     148.756us      11.443us     539.645us         2.45%     539.645us      41.511us            13  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     539.645us         2.45%     539.645us      41.511us            13  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     360.193us         1.64%     360.193us       4.002us            90  
      autograd::engine::evaluate_function: AddBackward0         0.38%      82.138us         0.89%     191.764us      10.093us       0.000us         0.00%     358.336us      18.860us            19  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     348.416us         1.58%     348.416us     174.208us             2  
                                       aten::avg_pool2d         0.16%      35.528us         0.26%      56.988us      11.398us     332.128us         1.51%     332.128us      66.426us             5  
void at::native::(anonymous namespace)::avg_pool2d_o...         0.00%       0.000us         0.00%       0.000us       0.000us     332.128us         1.51%     332.128us      66.426us             5  
      autograd::engine::evaluate_function: MulBackward0         0.19%      40.530us         0.68%     147.376us      24.563us       0.000us         0.00%     313.280us      52.213us             6  
                                           MulBackward0         0.05%      11.728us         0.50%     106.846us      17.808us       0.000us         0.00%     313.280us      52.213us             6  
void cudnn::engines_precompiled::nhwcToNchwKernel<fl...         0.00%       0.000us         0.00%       0.000us       0.000us     272.930us         1.24%     272.930us      19.495us            14  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     247.969us         1.13%     247.969us      61.992us             4  
                                               aten::mm         1.45%     312.261us         2.21%     476.159us      23.808us     244.927us         1.11%     246.559us      12.328us            20  
                                           aten::matmul         0.10%      22.600us         2.06%     443.720us      23.354us       0.000us         0.00%     243.391us      12.810us            19  
void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s168...         0.00%       0.000us         0.00%       0.000us       0.000us     181.726us         0.83%     181.726us      90.863us             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us     169.408us         0.77%     169.408us     169.408us             1  
_5x_cudnn_ampere_scudnn_128x64_relu_xregs_large_nn_v...         0.00%       0.000us         0.00%       0.000us       0.000us     140.800us         0.64%     140.800us     140.800us             1  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     138.144us         0.63%     138.144us     138.144us             1  
void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, fal...         0.00%       0.000us         0.00%       0.000us       0.000us     124.641us         0.57%     124.641us      17.806us             7  
sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nh...         0.00%       0.000us         0.00%       0.000us       0.000us     106.496us         0.48%     106.496us      53.248us             2  
                        ampere_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      90.592us         0.41%      90.592us       8.236us            11  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      25.022us         0.11%      25.022us       2.275us            11  
                                              aten::sub         0.05%      10.530us         0.07%      15.150us      15.150us      10.944us         0.05%      10.944us      10.944us             1  
void cudnn::winograd::generateWinogradTilesKernel<0,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.272us         0.05%      10.272us       2.568us             4  
                                              aten::sum         0.09%      20.339us         0.15%      31.609us      15.804us       8.160us         0.04%       8.160us       4.080us             2  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.952us         0.03%       5.952us       0.850us             7  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.664us         0.03%       5.664us       5.664us             1  
void cudnn::engines_precompiled::scalePackedTensor_k...         0.00%       0.000us         0.00%       0.000us       0.000us       5.664us         0.03%       5.664us       5.664us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.568us         0.03%       5.568us       2.784us             2  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.152us         0.02%       5.152us       5.152us             1  
                                Activity Buffer Request         0.76%     164.736us         0.76%     164.736us     164.736us       4.608us         0.02%       4.608us       4.608us             1  
                                             aten::add_         0.04%       7.840us         0.06%      13.989us      13.989us       3.903us         0.02%       3.903us       3.903us             1  
                                            aten::clamp         0.05%      10.290us         0.07%      15.440us      15.440us       3.840us         0.02%       3.840us       3.840us             1  
       autograd::engine::evaluate_function: MmBackward0         0.04%       8.760us         0.33%      72.118us      72.118us       0.000us         0.00%       3.168us       3.168us             1  
                                            MmBackward0         0.02%       4.140us         0.29%      63.358us      63.358us       0.000us         0.00%       3.168us       3.168us             1  
void gemv2T_kernel_val<int, int, float, float, float...         0.00%       0.000us         0.00%       0.000us       0.000us       3.136us         0.01%       3.136us       3.136us             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       3.008us         0.01%       3.008us       3.008us             1  
     autograd::engine::evaluate_function: ReluBackward0         0.02%       5.360us         0.13%      27.409us      27.409us       0.000us         0.00%       2.432us       2.432us             1  
                                          ReluBackward0         0.01%       2.760us         0.10%      22.049us      22.049us       0.000us         0.00%       2.432us       2.432us             1  
                               aten::threshold_backward         0.05%      11.449us         0.09%      19.289us      19.289us       2.432us         0.01%       2.432us       2.432us             1  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.432us         0.01%       2.432us       2.432us             1  
                                             aten::relu         0.02%       3.650us         0.06%      12.370us      12.370us       0.000us         0.00%       1.728us       1.728us             1  
                                        aten::clamp_min         0.02%       4.580us         0.04%       8.720us       8.720us       1.728us         0.01%       1.728us       1.728us             1  
void cask__5x_cudnn::computeOffsetsKernel<false, fal...         0.00%       0.000us         0.00%       0.000us       0.000us       1.600us         0.01%       1.600us       1.600us             1  
void gemmk1_kernel<int, float, 256, 5, false, false,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.01%       1.536us       1.536us             1  
                                        aten::ones_like         0.01%       1.470us         0.07%      14.390us      14.390us       0.000us         0.00%       1.152us       1.152us             1  
                                            aten::fill_         0.02%       3.610us         0.04%       8.270us       8.270us       1.152us         0.01%       1.152us       1.152us             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.152us         0.01%       1.152us       1.152us             1  
                                    aten::empty_strided         1.12%     241.226us         1.12%     241.226us       2.622us       0.000us         0.00%       0.000us       0.000us            92  
                                        cudaMemcpyAsync        72.71%      15.686ms        72.71%      15.686ms     172.368us       0.000us         0.00%       0.000us       0.000us            91  
                                           aten::detach         0.02%       3.780us         0.04%       9.119us       2.280us       0.000us         0.00%       0.000us       0.000us             4  
                                                 detach         0.02%       5.339us         0.02%       5.339us       1.335us       0.000us         0.00%       0.000us       0.000us             4  
                                          aten::permute         1.04%     223.614us         1.39%     299.093us       2.991us       0.000us         0.00%       0.000us       0.000us           100  
                                       aten::as_strided         0.37%      80.809us         0.37%      80.809us       0.755us       0.000us         0.00%       0.000us       0.000us           107  
                                       aten::empty_like         0.19%      40.958us         0.85%     182.666us       3.653us       0.000us         0.00%       0.000us       0.000us            50  
                                            aten::empty         0.91%     196.898us         0.91%     196.898us       3.029us       0.000us         0.00%       0.000us       0.000us            65  
                                       cudaLaunchKernel         5.70%       1.230ms         5.70%       1.230ms       4.538us       0.000us         0.00%       0.000us       0.000us           271  
                                    cudaPeekAtLastError         0.02%       4.340us         0.02%       4.340us       0.070us       0.000us         0.00%       0.000us       0.000us            62  
                                        cudaMemsetAsync         0.13%      27.169us         0.13%      27.169us       3.396us       0.000us         0.00%       0.000us       0.000us             8  
                                             aten::view         0.22%      46.949us         0.22%      46.949us       2.608us       0.000us         0.00%       0.000us       0.000us            18  
                                  cudaFuncGetAttributes         0.10%      20.759us         0.10%      20.759us       2.076us       0.000us         0.00%       0.000us       0.000us            10  
                                    cudaLaunchKernelExC         0.24%      52.049us         0.24%      52.049us       3.253us       0.000us         0.00%       0.000us       0.000us            16  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.04%       9.460us         0.04%       9.460us       0.860us       0.000us         0.00%       0.000us       0.000us            11  
                                   cudaFuncSetAttribute         0.03%       6.900us         0.03%       6.900us       0.690us       0.000us         0.00%       0.000us       0.000us            10  
      autograd::engine::evaluate_function: SumBackward0         0.04%       7.930us         0.07%      15.660us      15.660us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 21.574ms
Self CUDA time total: 22.010ms

